Tweet ID,Entity,Wikidata Result,Neighbor ID,Neighbor Label,Is Fake News
500360095738626049,jackson,Entity found: Jackson with ID: Q22905941,http://www.wikidata.org/entity/Q50423863,copyrighted,rumor
500364250461003777,1,Entity found: anon-10Ai with ID: Q29711058,http://www.wikidata.org/entity/Q7187,gene,rumor
500364250461003777,1,Entity found: anon-10Ai with ID: Q29711058,http://www.wikidata.org/entity/Q130888,Drosophila melanogaster,rumor
500364250461003777,2,Entity found: Flicker's East Cinema Pub with ID: Q43160434,http://www.wikidata.org/entity/Q30,United States of America,rumor
500364250461003777,2,Entity found: Flicker's East Cinema Pub with ID: Q43160434,http://www.wikidata.org/entity/Q16567,Columbus,rumor
500364250461003777,2,Entity found: Flicker's East Cinema Pub with ID: Q43160434,http://www.wikidata.org/entity/Q41253,movie theater,rumor
500364250461003777,3,Entity found: 3 with ID: Q16823691,http://www.wikidata.org/entity/Q20,Norway,rumor
500364250461003777,3,Entity found: 3 with ID: Q16823691,http://www.wikidata.org/entity/Q8341,jazz,rumor
500364250461003777,3,Entity found: 3 with ID: Q16823691,http://www.wikidata.org/entity/Q482994,album,rumor
500364250461003777,3,Entity found: 3 with ID: Q16823691,http://www.wikidata.org/entity/Q37073,pop music,rumor
500364250461003777,3,Entity found: 3 with ID: Q16823691,http://www.wikidata.org/entity/Q12004086,Susanna and the Magical Orchestra,rumor
500364250461003777,3,Entity found: 3 with ID: Q16823691,http://www.wikidata.org/entity/Q15982450,music streaming,rumor
500364250461003777,3,Entity found: 3 with ID: Q16823691,http://www.wikidata.org/entity/Q17145608,Wild Dog,rumor
500364250461003777,3,Entity found: 3 with ID: Q16823691,http://www.wikidata.org/entity/Q1256977,3,rumor
500364250461003777,3,Entity found: 3 with ID: Q16823691,http://www.wikidata.org/entity/Q5462225,Flower of Evil,rumor
500364250461003777,3,Entity found: 3 with ID: Q16823691,http://www.wikidata.org/entity/Q10397298,3,rumor
500374427448516609,cnn,Entity found: cnn with ID: Q29712984,http://www.wikidata.org/entity/Q7187,gene,rumor
500374427448516609,cnn,Entity found: cnn with ID: Q29712984,http://www.wikidata.org/entity/Q9384,testicle,rumor
500374427448516609,cnn,Entity found: cnn with ID: Q29712984,http://www.wikidata.org/entity/Q130888,Drosophila melanogaster,rumor
500374427448516609,cnn,Entity found: cnn with ID: Q29712984,http://www.wikidata.org/entity/Q7273130,fat body,rumor
500374427448516609,cnn,Entity found: cnn with ID: Q29712984,http://www.wikidata.org/entity/Q22809711,reverse strand,rumor
500374427448516609,cnn,Entity found: cnn with ID: Q29712984,http://www.wikidata.org/entity/Q29566139,Drosophila melanogaster chromosome 2R,rumor
500374427448516609,cnn,Entity found: cnn with ID: Q29712984,http://www.wikidata.org/entity/Q29811132,Centrosomin Dmel_CG4832,rumor
500374427448516609,cnn,Entity found: cnn with ID: Q29712984,http://www.wikidata.org/entity/Q66505642,body wall,rumor
500374427448516609,cnn,Entity found: cnn with ID: Q29712984,http://www.wikidata.org/entity/Q66535988,gut,rumor
500378522398244865,idd,Entity found: L192313 with ID: L192313,http://www.wikidata.org/entity/Q1860,English,rumor
500378522398244865,idd,Entity found: L192313 with ID: L192313,http://www.wikidata.org/entity/Q380057,adverb,rumor
500391222075076610,monday,Entity found: L345300-S1 with ID: L345300-S1,http://www.wikidata.org/entity/Q105,Monday,rumor
500408607561629698,4,Entity found: ④ with ID: Q87525672,http://www.wikidata.org/entity/Q1313971,Enclosed Alphanumerics,rumor
500408607561629698,4,Entity found: ④ with ID: Q87525672,http://www.wikidata.org/entity/Q29654788,Unicode character,rumor
500417151346696192,americans,Entity found: American with ID: Q4742863,http://www.wikidata.org/entity/Q828,Americas,rumor
500417151346696192,americans,Entity found: American with ID: Q4742863,http://www.wikidata.org/entity/Q828,Americas,rumor
500417151346696192,americans,Entity found: American with ID: Q4742863,http://www.wikidata.org/entity/Q8171,word,rumor
500417151346696192,8,Entity found: organ of the Higashi Umeda Church with ID: Q112097721,http://www.wikidata.org/entity/Q17,Japan,rumor
500417151346696192,8,Entity found: organ of the Higashi Umeda Church with ID: Q112097721,http://www.wikidata.org/entity/Q35765,Osaka,rumor
500417151346696192,8,Entity found: organ of the Higashi Umeda Church with ID: Q112097721,http://www.wikidata.org/entity/Q281460,pipe organ,rumor
500417151346696192,8,Entity found: organ of the Higashi Umeda Church with ID: Q112097721,http://www.wikidata.org/entity/Q17215586,Hiroshi Tsuji,rumor
500421926079066112,ten,Entity found: L348170-S1 with ID: L348170-S1,http://www.wikidata.org/entity/Q23806,10,rumor
522286703848218624,ebola,Entity found: L929086-S1 with ID: L929086-S1,http://www.wikidata.org/entity/Q51993,Ebola hemorrhagic fever,rumor
524923341359300608,canadian,Entity found: Canadian canoe with ID: Q350709,http://www.wikidata.org/entity/Q171529,canoe,rumor
524923341359300608,canadian,Entity found: Canadian canoe with ID: Q350709,http://www.wikidata.org/entity/Q171529,canoe,rumor
524923341359300608,canadian,Entity found: Canadian canoe with ID: Q350709,http://www.wikidata.org/entity/Q213934,canoeing and kayaking,rumor
524923341359300608,canadian,Entity found: Canadian canoe with ID: Q350709,http://www.wikidata.org/entity/Q239617,dinghy,rumor
524923341359300608,canadian,Entity found: Canadian canoe with ID: Q350709,http://www.wikidata.org/entity/Q1507442,human-powered vehicle,rumor
524923341359300608,canadian,Entity found: Canadian canoe with ID: Q350709,http://www.wikidata.org/entity/Q15571255,indigenous peoples of North America,rumor
524923341359300608,canadian,Entity found: Canadian canoe with ID: Q350709,http://www.wikidata.org/entity/Q16103215,boat type,rumor
524923341359300608,canadian,Entity found: Canadian canoe with ID: Q350709,http://www.wikidata.org/entity/Q18819657,skin boat,rumor
524923341359300608,canadian,Entity found: Canadian canoe with ID: Q350709,http://www.wikidata.org/entity/Q20103697,Watercraft types,rumor
524924034124107776,three,Entity found: L348644-S1 with ID: L348644-S1,http://www.wikidata.org/entity/Q201,3,rumor
524924034124107776,four,Entity found: L348538-S1 with ID: L348538-S1,http://www.wikidata.org/entity/Q202,4,rumor
524925553489760256,at least one,Entity found: any with ID: Q52557710,http://www.wikidata.org/entity/Q126695,universal quantification,rumor
524925553489760256,at least one,Entity found: any with ID: Q52557710,http://www.wikidata.org/entity/Q379825,element,rumor
524925553489760256,at least one,Entity found: any with ID: Q52557710,http://www.wikidata.org/entity/Q576271,determiner,rumor
524925553489760256,at least one,Entity found: any with ID: Q52557710,http://www.wikidata.org/entity/Q1182686,definiteness,rumor
524925553489760256,at least one,Entity found: any with ID: Q52557710,http://www.wikidata.org/entity/Q20739894,specificity,rumor
524926235030589440,one,Entity found: L38519 with ID: L38519,http://www.wikidata.org/entity/Q1860,English,rumor
524926235030589440,one,Entity found: L38519 with ID: L38519,http://www.wikidata.org/entity/Q1189745,gender neutrality in languages with gendered third-person pronouns,rumor
524926235030589440,one,Entity found: L38519 with ID: L38519,http://www.wikidata.org/entity/Q67372837,impersonal,rumor
524926235030589440,one,Entity found: L38519 with ID: L38519,http://www.wikidata.org/entity/Q36224,pronoun,rumor
524926279309860864,canadian,Entity found: Canadian canoe with ID: Q350709,http://www.wikidata.org/entity/Q171529,canoe,rumor
524926279309860864,canadian,Entity found: Canadian canoe with ID: Q350709,http://www.wikidata.org/entity/Q171529,canoe,rumor
524926279309860864,canadian,Entity found: Canadian canoe with ID: Q350709,http://www.wikidata.org/entity/Q213934,canoeing and kayaking,rumor
524926279309860864,canadian,Entity found: Canadian canoe with ID: Q350709,http://www.wikidata.org/entity/Q239617,dinghy,rumor
524926279309860864,canadian,Entity found: Canadian canoe with ID: Q350709,http://www.wikidata.org/entity/Q1507442,human-powered vehicle,rumor
524926279309860864,canadian,Entity found: Canadian canoe with ID: Q350709,http://www.wikidata.org/entity/Q15571255,indigenous peoples of North America,rumor
524926279309860864,canadian,Entity found: Canadian canoe with ID: Q350709,http://www.wikidata.org/entity/Q16103215,boat type,rumor
524926279309860864,canadian,Entity found: Canadian canoe with ID: Q350709,http://www.wikidata.org/entity/Q18819657,skin boat,rumor
524926279309860864,canadian,Entity found: Canadian canoe with ID: Q350709,http://www.wikidata.org/entity/Q20103697,Watercraft types,rumor
524926301678096384,peace tower,Entity found: peace tower with ID: Q4080261,http://www.wikidata.org/entity/Q159,Russia,rumor
524926301678096384,peace tower,Entity found: peace tower with ID: Q4080261,http://www.wikidata.org/entity/Q219746,Admiralteysky District,rumor
524926301678096384,peace tower,Entity found: peace tower with ID: Q4080261,http://www.wikidata.org/entity/Q104664889,permanently closed,rumor
524926301678096384,peace tower,Entity found: peace tower with ID: Q4080261,http://www.wikidata.org/entity/Q19860854,destroyed building or structure,rumor
524926301678096384,peace tower,Entity found: peace tower with ID: Q4080261,http://www.wikidata.org/entity/Q56556915,demolished or destroyed,rumor
524926445496197120,hill,Entity found: hill with ID: Q107193858,http://www.wikidata.org/entity/Q1058733,support,rumor
524926445496197120,one,Entity found: L38519 with ID: L38519,http://www.wikidata.org/entity/Q1860,English,rumor
524926445496197120,one,Entity found: L38519 with ID: L38519,http://www.wikidata.org/entity/Q1189745,gender neutrality in languages with gendered third-person pronouns,rumor
524926445496197120,one,Entity found: L38519 with ID: L38519,http://www.wikidata.org/entity/Q67372837,impersonal,rumor
524926445496197120,one,Entity found: L38519 with ID: L38519,http://www.wikidata.org/entity/Q36224,pronoun,rumor
524926472432410625,one,Entity found: L38519 with ID: L38519,http://www.wikidata.org/entity/Q1860,English,rumor
524926472432410625,one,Entity found: L38519 with ID: L38519,http://www.wikidata.org/entity/Q1189745,gender neutrality in languages with gendered third-person pronouns,rumor
524926472432410625,one,Entity found: L38519 with ID: L38519,http://www.wikidata.org/entity/Q67372837,impersonal,rumor
524926472432410625,one,Entity found: L38519 with ID: L38519,http://www.wikidata.org/entity/Q36224,pronoun,rumor
524926643325132800,cenotaph,Entity found: L317856 with ID: L317856,http://www.wikidata.org/entity/Q1084,noun,rumor
524926643325132800,cenotaph,Entity found: L317856 with ID: L317856,http://www.wikidata.org/entity/Q1860,English,rumor
524929893759737856,canadian,Entity found: Canadian canoe with ID: Q350709,http://www.wikidata.org/entity/Q171529,canoe,rumor
524929893759737856,canadian,Entity found: Canadian canoe with ID: Q350709,http://www.wikidata.org/entity/Q171529,canoe,rumor
524929893759737856,canadian,Entity found: Canadian canoe with ID: Q350709,http://www.wikidata.org/entity/Q213934,canoeing and kayaking,rumor
524929893759737856,canadian,Entity found: Canadian canoe with ID: Q350709,http://www.wikidata.org/entity/Q239617,dinghy,rumor
524929893759737856,canadian,Entity found: Canadian canoe with ID: Q350709,http://www.wikidata.org/entity/Q1507442,human-powered vehicle,rumor
524929893759737856,canadian,Entity found: Canadian canoe with ID: Q350709,http://www.wikidata.org/entity/Q15571255,indigenous peoples of North America,rumor
524929893759737856,canadian,Entity found: Canadian canoe with ID: Q350709,http://www.wikidata.org/entity/Q16103215,boat type,rumor
524929893759737856,canadian,Entity found: Canadian canoe with ID: Q350709,http://www.wikidata.org/entity/Q18819657,skin boat,rumor
524929893759737856,canadian,Entity found: Canadian canoe with ID: Q350709,http://www.wikidata.org/entity/Q20103697,Watercraft types,rumor
524930538009006081,canada,Entity found: canada with ID: Q1031920,http://www.wikidata.org/entity/Q1302471,unit of volume,rumor
524931019745812480,war memorial,Entity found: war memorial with ID: Q86681558,http://www.wikidata.org/entity/Q183,Germany,rumor
524931019745812480,war memorial,Entity found: war memorial with ID: Q86681558,http://www.wikidata.org/entity/Q689996,Hohe Börde,rumor
524931019745812480,war memorial,Entity found: war memorial with ID: Q86681558,http://www.wikidata.org/entity/Q706330,Bornstedt,rumor
524931019745812480,war memorial,Entity found: war memorial with ID: Q86681558,http://www.wikidata.org/entity/Q575759,war memorial,rumor
524931752725585921,one,Entity found: L38519 with ID: L38519,http://www.wikidata.org/entity/Q1860,English,rumor
524931752725585921,one,Entity found: L38519 with ID: L38519,http://www.wikidata.org/entity/Q1189745,gender neutrality in languages with gendered third-person pronouns,rumor
524931752725585921,one,Entity found: L38519 with ID: L38519,http://www.wikidata.org/entity/Q67372837,impersonal,rumor
524931752725585921,one,Entity found: L38519 with ID: L38519,http://www.wikidata.org/entity/Q36224,pronoun,rumor
524932056560963584,canadian,Entity found: Canadian canoe with ID: Q350709,http://www.wikidata.org/entity/Q171529,canoe,rumor
524932056560963584,canadian,Entity found: Canadian canoe with ID: Q350709,http://www.wikidata.org/entity/Q171529,canoe,rumor
524932056560963584,canadian,Entity found: Canadian canoe with ID: Q350709,http://www.wikidata.org/entity/Q213934,canoeing and kayaking,rumor
524932056560963584,canadian,Entity found: Canadian canoe with ID: Q350709,http://www.wikidata.org/entity/Q239617,dinghy,rumor
524932056560963584,canadian,Entity found: Canadian canoe with ID: Q350709,http://www.wikidata.org/entity/Q1507442,human-powered vehicle,rumor
524932056560963584,canadian,Entity found: Canadian canoe with ID: Q350709,http://www.wikidata.org/entity/Q15571255,indigenous peoples of North America,rumor
524932056560963584,canadian,Entity found: Canadian canoe with ID: Q350709,http://www.wikidata.org/entity/Q16103215,boat type,rumor
524932056560963584,canadian,Entity found: Canadian canoe with ID: Q350709,http://www.wikidata.org/entity/Q18819657,skin boat,rumor
524932056560963584,canadian,Entity found: Canadian canoe with ID: Q350709,http://www.wikidata.org/entity/Q20103697,Watercraft types,rumor
524932574909857792,at least one,Entity found: any with ID: Q52557710,http://www.wikidata.org/entity/Q126695,universal quantification,rumor
524932574909857792,at least one,Entity found: any with ID: Q52557710,http://www.wikidata.org/entity/Q379825,element,rumor
524932574909857792,at least one,Entity found: any with ID: Q52557710,http://www.wikidata.org/entity/Q576271,determiner,rumor
524932574909857792,at least one,Entity found: any with ID: Q52557710,http://www.wikidata.org/entity/Q1182686,definiteness,rumor
524932574909857792,at least one,Entity found: any with ID: Q52557710,http://www.wikidata.org/entity/Q20739894,specificity,rumor
524932792925569024,canadian,Entity found: Canadian canoe with ID: Q350709,http://www.wikidata.org/entity/Q171529,canoe,rumor
524932792925569024,canadian,Entity found: Canadian canoe with ID: Q350709,http://www.wikidata.org/entity/Q171529,canoe,rumor
524932792925569024,canadian,Entity found: Canadian canoe with ID: Q350709,http://www.wikidata.org/entity/Q213934,canoeing and kayaking,rumor
524932792925569024,canadian,Entity found: Canadian canoe with ID: Q350709,http://www.wikidata.org/entity/Q239617,dinghy,rumor
524932792925569024,canadian,Entity found: Canadian canoe with ID: Q350709,http://www.wikidata.org/entity/Q1507442,human-powered vehicle,rumor
524932792925569024,canadian,Entity found: Canadian canoe with ID: Q350709,http://www.wikidata.org/entity/Q15571255,indigenous peoples of North America,rumor
524932792925569024,canadian,Entity found: Canadian canoe with ID: Q350709,http://www.wikidata.org/entity/Q16103215,boat type,rumor
524932792925569024,canadian,Entity found: Canadian canoe with ID: Q350709,http://www.wikidata.org/entity/Q18819657,skin boat,rumor
524932792925569024,canadian,Entity found: Canadian canoe with ID: Q350709,http://www.wikidata.org/entity/Q20103697,Watercraft types,rumor
524934381828603904,canadian,Entity found: Canadian canoe with ID: Q350709,http://www.wikidata.org/entity/Q171529,canoe,rumor
524934381828603904,canadian,Entity found: Canadian canoe with ID: Q350709,http://www.wikidata.org/entity/Q171529,canoe,rumor
524934381828603904,canadian,Entity found: Canadian canoe with ID: Q350709,http://www.wikidata.org/entity/Q213934,canoeing and kayaking,rumor
524934381828603904,canadian,Entity found: Canadian canoe with ID: Q350709,http://www.wikidata.org/entity/Q239617,dinghy,rumor
524934381828603904,canadian,Entity found: Canadian canoe with ID: Q350709,http://www.wikidata.org/entity/Q1507442,human-powered vehicle,rumor
524934381828603904,canadian,Entity found: Canadian canoe with ID: Q350709,http://www.wikidata.org/entity/Q15571255,indigenous peoples of North America,rumor
524934381828603904,canadian,Entity found: Canadian canoe with ID: Q350709,http://www.wikidata.org/entity/Q16103215,boat type,rumor
524934381828603904,canadian,Entity found: Canadian canoe with ID: Q350709,http://www.wikidata.org/entity/Q18819657,skin boat,rumor
524934381828603904,canadian,Entity found: Canadian canoe with ID: Q350709,http://www.wikidata.org/entity/Q20103697,Watercraft types,rumor
524934673760530432,canadian,Entity found: Canadian canoe with ID: Q350709,http://www.wikidata.org/entity/Q171529,canoe,rumor
524934673760530432,canadian,Entity found: Canadian canoe with ID: Q350709,http://www.wikidata.org/entity/Q171529,canoe,rumor
524934673760530432,canadian,Entity found: Canadian canoe with ID: Q350709,http://www.wikidata.org/entity/Q213934,canoeing and kayaking,rumor
524934673760530432,canadian,Entity found: Canadian canoe with ID: Q350709,http://www.wikidata.org/entity/Q239617,dinghy,rumor
524934673760530432,canadian,Entity found: Canadian canoe with ID: Q350709,http://www.wikidata.org/entity/Q1507442,human-powered vehicle,rumor
524934673760530432,canadian,Entity found: Canadian canoe with ID: Q350709,http://www.wikidata.org/entity/Q15571255,indigenous peoples of North America,rumor
524934673760530432,canadian,Entity found: Canadian canoe with ID: Q350709,http://www.wikidata.org/entity/Q16103215,boat type,rumor
524934673760530432,canadian,Entity found: Canadian canoe with ID: Q350709,http://www.wikidata.org/entity/Q18819657,skin boat,rumor
524934673760530432,canadian,Entity found: Canadian canoe with ID: Q350709,http://www.wikidata.org/entity/Q20103697,Watercraft types,rumor
524935085863481344,canadian,Entity found: Canadian canoe with ID: Q350709,http://www.wikidata.org/entity/Q171529,canoe,rumor
524935085863481344,canadian,Entity found: Canadian canoe with ID: Q350709,http://www.wikidata.org/entity/Q171529,canoe,rumor
524935085863481344,canadian,Entity found: Canadian canoe with ID: Q350709,http://www.wikidata.org/entity/Q213934,canoeing and kayaking,rumor
524935085863481344,canadian,Entity found: Canadian canoe with ID: Q350709,http://www.wikidata.org/entity/Q239617,dinghy,rumor
524935085863481344,canadian,Entity found: Canadian canoe with ID: Q350709,http://www.wikidata.org/entity/Q1507442,human-powered vehicle,rumor
524935085863481344,canadian,Entity found: Canadian canoe with ID: Q350709,http://www.wikidata.org/entity/Q15571255,indigenous peoples of North America,rumor
524935085863481344,canadian,Entity found: Canadian canoe with ID: Q350709,http://www.wikidata.org/entity/Q16103215,boat type,rumor
524935085863481344,canadian,Entity found: Canadian canoe with ID: Q350709,http://www.wikidata.org/entity/Q18819657,skin boat,rumor
524935085863481344,canadian,Entity found: Canadian canoe with ID: Q350709,http://www.wikidata.org/entity/Q20103697,Watercraft types,rumor
524935216134369281,canadian,Entity found: Canadian canoe with ID: Q350709,http://www.wikidata.org/entity/Q171529,canoe,rumor
524935216134369281,canadian,Entity found: Canadian canoe with ID: Q350709,http://www.wikidata.org/entity/Q171529,canoe,rumor
524935216134369281,canadian,Entity found: Canadian canoe with ID: Q350709,http://www.wikidata.org/entity/Q213934,canoeing and kayaking,rumor
524935216134369281,canadian,Entity found: Canadian canoe with ID: Q350709,http://www.wikidata.org/entity/Q239617,dinghy,rumor
524935216134369281,canadian,Entity found: Canadian canoe with ID: Q350709,http://www.wikidata.org/entity/Q1507442,human-powered vehicle,rumor
524935216134369281,canadian,Entity found: Canadian canoe with ID: Q350709,http://www.wikidata.org/entity/Q15571255,indigenous peoples of North America,rumor
524935216134369281,canadian,Entity found: Canadian canoe with ID: Q350709,http://www.wikidata.org/entity/Q16103215,boat type,rumor
524935216134369281,canadian,Entity found: Canadian canoe with ID: Q350709,http://www.wikidata.org/entity/Q18819657,skin boat,rumor
524935216134369281,canadian,Entity found: Canadian canoe with ID: Q350709,http://www.wikidata.org/entity/Q20103697,Watercraft types,rumor
524935485370929152,canadian,Entity found: Canadian canoe with ID: Q350709,http://www.wikidata.org/entity/Q171529,canoe,rumor
524935485370929152,canadian,Entity found: Canadian canoe with ID: Q350709,http://www.wikidata.org/entity/Q171529,canoe,rumor
524935485370929152,canadian,Entity found: Canadian canoe with ID: Q350709,http://www.wikidata.org/entity/Q213934,canoeing and kayaking,rumor
524935485370929152,canadian,Entity found: Canadian canoe with ID: Q350709,http://www.wikidata.org/entity/Q239617,dinghy,rumor
524935485370929152,canadian,Entity found: Canadian canoe with ID: Q350709,http://www.wikidata.org/entity/Q1507442,human-powered vehicle,rumor
524935485370929152,canadian,Entity found: Canadian canoe with ID: Q350709,http://www.wikidata.org/entity/Q15571255,indigenous peoples of North America,rumor
524935485370929152,canadian,Entity found: Canadian canoe with ID: Q350709,http://www.wikidata.org/entity/Q16103215,boat type,rumor
524935485370929152,canadian,Entity found: Canadian canoe with ID: Q350709,http://www.wikidata.org/entity/Q18819657,skin boat,rumor
524935485370929152,canadian,Entity found: Canadian canoe with ID: Q350709,http://www.wikidata.org/entity/Q20103697,Watercraft types,rumor
524935485370929152,canadian,Entity found: Canadian canoe with ID: Q350709,http://www.wikidata.org/entity/Q171529,canoe,rumor
524935485370929152,canadian,Entity found: Canadian canoe with ID: Q350709,http://www.wikidata.org/entity/Q171529,canoe,rumor
524935485370929152,canadian,Entity found: Canadian canoe with ID: Q350709,http://www.wikidata.org/entity/Q213934,canoeing and kayaking,rumor
524935485370929152,canadian,Entity found: Canadian canoe with ID: Q350709,http://www.wikidata.org/entity/Q239617,dinghy,rumor
524935485370929152,canadian,Entity found: Canadian canoe with ID: Q350709,http://www.wikidata.org/entity/Q1507442,human-powered vehicle,rumor
524935485370929152,canadian,Entity found: Canadian canoe with ID: Q350709,http://www.wikidata.org/entity/Q15571255,indigenous peoples of North America,rumor
524935485370929152,canadian,Entity found: Canadian canoe with ID: Q350709,http://www.wikidata.org/entity/Q16103215,boat type,rumor
524935485370929152,canadian,Entity found: Canadian canoe with ID: Q350709,http://www.wikidata.org/entity/Q18819657,skin boat,rumor
524935485370929152,canadian,Entity found: Canadian canoe with ID: Q350709,http://www.wikidata.org/entity/Q20103697,Watercraft types,rumor
524935769614331904,canadian,Entity found: Canadian canoe with ID: Q350709,http://www.wikidata.org/entity/Q171529,canoe,rumor
524935769614331904,canadian,Entity found: Canadian canoe with ID: Q350709,http://www.wikidata.org/entity/Q171529,canoe,rumor
